project	bug	formula	exam_best_case_b	exam_best_case_f	exam_average_case_b	exam_average_case_f	exam_worst_case_b	exam_worst_case_f
Chart	10	ochiai	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007
Chart	10	opt2	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007
Chart	10	tarantula	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007	2.95921024596956e-05	0.0177304964539007
Chart	11	barinel	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457
Chart	11	dstar2	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457
Chart	11	ochiai	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457
Chart	11	opt2	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457
Chart	11	tarantula	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457	0.000118403447908403	0.033112582781457
Chart	12	barinel	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162
Chart	12	dstar2	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162
Chart	12	ochiai	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162
Chart	12	opt2	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162
Chart	12	tarantula	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162	0.000230881255994033	0.00217974513749162
Chart	13	barinel	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612
Chart	13	dstar2	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612
Chart	13	ochiai	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612
Chart	13	opt2	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612
Chart	13	tarantula	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612	0.000527513691647502	0.0258270458502612
Chart	14	barinel	7.34823523834356e-05	0.000534436686492544	0.000183705880958589	0.00133609171623136	0.000183705880958589	0.00133609171623136
Chart	14	dstar2	0.000192002275582525	0.00139643134212568	0.000302225804157679	0.00219808637186449	0.000302225804157679	0.00219808637186449
Chart	14	ochiai	7.34823523834356e-05	0.000534436686492544	0.000183705880958589	0.00133609171623136	0.000183705880958589	0.00133609171623136
Chart	14	opt2	0.00700689785953019	0.050961124041031	0.00711712138810534	0.0517627790707698	0.00711712138810534	0.0517627790707698
Chart	14	tarantula	7.34823523834356e-05	0.000534436686492544	0.000183705880958589	0.00133609171623136	0.000183705880958589	0.00133609171623136
Chart	15	barinel	0.00037640607479783	0.00136854084734287	0.000410084513069215	0.00149098923894723	0.0873004552532421	0.317407839578201
Chart	15	dstar2	0.00037640607479783	0.00136854084734287	0.000410084513069215	0.00149098923894723	0.0873004552532421	0.317407839578201
Chart	15	ochiai	0.00037640607479783	0.00136854084734287	0.000410084513069215	0.00149098923894723	0.0873004552532421	0.317407839578201
Chart	15	opt2	0.00037640607479783	0.00136854084734287	0.000410084513069215	0.00149098923894723	0.101142293382781	0.367734128527594
Chart	15	tarantula	0.00037640607479783	0.00136854084734287	0.000410084513069215	0.00149098923894723	0.0873004552532421	0.317407839578201
Chart	16	barinel	2.37730152503893e-05	0.00304878048780488	5.34892843133759e-05	0.00685975609756098	5.34892843133759e-05	0.00685975609756098
Chart	16	dstar2	1.18865076251946e-05	0.00152439024390244	1.7829761437792e-05	0.00228658536585366	0.000499233320258175	0.0640243902439024
Chart	16	ochiai	1.18865076251946e-05	0.00152439024390244	1.7829761437792e-05	0.00228658536585366	0.000445744035944799	0.0571646341463415
Chart	16	opt2	1.18865076251946e-05	0.00152439024390244	1.7829761437792e-05	0.00228658536585366	0.000499233320258175	0.0640243902439024
Chart	16	tarantula	2.37730152503893e-05	0.00304878048780488	5.34892843133759e-05	0.00685975609756098	5.34892843133759e-05	0.00685975609756098
Chart	17	barinel	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619
Chart	17	dstar2	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619
Chart	17	ochiai	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619
Chart	17	opt2	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619
Chart	17	tarantula	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619	2.38771758076455e-05	0.00092038656235619
Chart	18	barinel	3.13417866609356e-05	0.00350467289719626	0.000125367146643742	0.014018691588785	0.000125367146643742	0.014018691588785
Chart	18	dstar2	5.37287771330325e-05	0.00600801068090788	0.000131337010769635	0.0146862483311081	0.000155216467273205	0.0173564753004005
Chart	18	ochiai	5.37287771330325e-05	0.00600801068090788	0.000131337010769635	0.0146862483311081	0.000155216467273205	0.0173564753004005
Chart	18	opt2	5.37287771330325e-05	0.00600801068090788	0.00033431239104998	0.0373831775700935	0.00035819184755355	0.0400534045393858
Chart	18	tarantula	3.13417866609356e-05	0.00350467289719626	0.000125367146643742	0.014018691588785	0.000125367146643742	0.014018691588785
Chart	19	barinel	2.79940652581653e-05	0.000275579701586552	4.19910978872479e-05	0.000413369552379828	4.19910978872479e-05	0.000413369552379828
Chart	19	dstar2	2.79940652581653e-05	0.000275579701586552	4.19910978872479e-05	0.000413369552379828	4.19910978872479e-05	0.000413369552379828
Chart	19	ochiai	2.79940652581653e-05	0.000275579701586552	4.19910978872479e-05	0.000413369552379828	4.19910978872479e-05	0.000413369552379828
Chart	19	opt2	0.0104657812543741	0.103027439864572	0.0104797782870032	0.103165229715366	0.0104797782870032	0.103165229715366
Chart	19	tarantula	2.79940652581653e-05	0.000275579701586552	4.19910978872479e-05	0.000413369552379828	4.19910978872479e-05	0.000413369552379828
Chart	20	barinel	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629
Chart	20	dstar2	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629
Chart	20	ochiai	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629
Chart	20	opt2	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629
Chart	20	tarantula	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629	7.45267551050827e-05	0.00619195046439629
Chart	21	barinel	9.64698267277435e-05	0.00653456998313659	0.000485461063533161	0.0328836424957841	0.000840221071499701	0.0569139966273187
Chart	21	dstar2	9.64698267277435e-05	0.00653456998313659	0.000485461063533161	0.0328836424957841	0.000840221071499701	0.0569139966273187
Chart	21	ochiai	9.64698267277435e-05	0.00653456998313659	0.000485461063533161	0.0328836424957841	0.000840221071499701	0.0569139966273187
Chart	21	opt2	9.64698267277435e-05	0.00653456998313659	0.000485461063533161	0.0328836424957841	0.000840221071499701	0.0569139966273187
Chart	21	tarantula	9.64698267277435e-05	0.00653456998313659	0.000485461063533161	0.0328836424957841	0.000840221071499701	0.0569139966273187
Chart	22	barinel	9.21463882351476e-05	0.0176190476190476	0.000230365970587869	0.0440476190476191	0.000547897443560337	0.104761904761905
Chart	22	dstar2	0.000591480194752637	0.113095238095238	0.001039759921302	0.198809523809524	0.001039759921302	0.198809523809524
Chart	22	ochiai	0.000105843824324156	0.0202380952380952	0.00071600234101635	0.136904761904762	0.00100862938473608	0.192857142857143
Chart	22	opt2	0.00071600234101635	0.136904761904762	0.00107711656518112	0.205952380952381	0.00107711656518112	0.205952380952381
Chart	22	tarantula	9.21463882351476e-05	0.0176190476190476	0.000230365970587869	0.0440476190476191	0.000547897443560337	0.104761904761905
Chart	23	barinel	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757
Chart	23	dstar2	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757
Chart	23	ochiai	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757
Chart	23	opt2	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757
Chart	23	tarantula	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757	0.0851907843774207	0.796553738317757
Chart	24	barinel	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462
Chart	24	dstar2	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462
Chart	24	ochiai	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462
Chart	24	opt2	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462
Chart	24	tarantula	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462	3.75239214999562e-05	0.0461538461538462
Chart	25	barinel	0.00079876207540314	0.00297202797202797	0.0228853165603739	0.0851515151515151	0.0441731089699415	0.164358974358974
Chart	25	dstar2	0.0431300196714739	0.160477855477855	0.0453947450852639	0.168904428904429	0.0468795028254251	0.174428904428904
Chart	25	ochiai	0.0404486850183559	0.150501165501165	0.0440540777587049	0.163916083916084	0.0468795028254251	0.174428904428904
Chart	25	opt2	0.0431300196714739	0.160477855477855	0.0453947450852639	0.168904428904429	0.0468795028254251	0.174428904428904
Chart	25	tarantula	0.00079876207540314	0.00297202797202797	0.0228853165603739	0.0851515151515151	0.0441731089699415	0.164358974358974
Chart	26	barinel	0.00937664409483563	0.0186172677264188	0.00939361539636475	0.0186509641385933	0.00939361539636475	0.0186509641385933
Chart	26	dstar2	0.00176501535902788	0.00350442686614943	0.001781986660557	0.00353812327832394	0.001781986660557	0.00353812327832394
Chart	26	ochiai	0.00176501535902788	0.00350442686614943	0.001781986660557	0.00353812327832394	0.001781986660557	0.00353812327832394
Chart	26	opt2	0.00176501535902788	0.00350442686614943	0.001781986660557	0.00353812327832394	0.001781986660557	0.00353812327832394
Chart	26	tarantula	0.00937664409483563	0.0186172677264188	0.00939361539636475	0.0186509641385933	0.00939361539636475	0.0186509641385933
Closure	1	barinel	0.0103976007233114	0.0158813028394355	0.0103976007233114	0.0158813028394355	0.0103976007233114	0.0158813028394355
Closure	1	dstar2	0.00143339140406201	0.00218936306376099	0.00143339140406201	0.00218936306376099	0.00143339140406201	0.00218936306376099
Closure	1	ochiai	0.00278960019405914	0.00426083734716562	0.00278960019405914	0.00426083734716562	0.00278960019405914	0.00426083734716562
Closure	1	opt2	0.00142236531633846	0.00217252180942437	0.00142236531633846	0.00217252180942437	0.00142236531633846	0.00217252180942437
Closure	1	tarantula	0.0103976007233114	0.0158813028394355	0.0103976007233114	0.0158813028394355	0.0103976007233114	0.0158813028394355
Closure	2	barinel	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339
Closure	2	dstar2	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339
Closure	2	ochiai	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339
Closure	2	opt2	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339
Closure	2	tarantula	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339	8.28427203340218e-05	0.000198649185538339
Closure	3	barinel	0.00328886929041267	0.00718823538860645	0.00331275493330394	0.00724044045008795	0.00526402822180575	0.0115051923957304
Closure	3	dstar2	0.00328886929041267	0.00718823538860645	0.00331275493330394	0.00724044045008795	0.00523095579318708	0.0114329084644484
Closure	3	ochiai	0.00328886929041267	0.00718823538860645	0.00331275493330394	0.00724044045008795	0.00523095579318708	0.0114329084644484
Closure	3	opt2	0.0032447727189211	0.00709185681356368	0.00326865836181237	0.00714406187504518	0.00518685922169551	0.0113365298894056
Closure	3	tarantula	0.00328886929041267	0.00718823538860645	0.00331275493330394	0.00724044045008795	0.00526402822180575	0.0115051923957304
Closure	4	barinel	0.00256947507719453	0.00600484511107675	0.0778038156153507	0.181826967682078	0.153038156153507	0.35764909025308
Closure	4	dstar2	0.00226069695632995	0.00528323282305036	0.0776494265549184	0.181466161538065	0.153038156153507	0.35764909025308
Closure	4	ochiai	0.00226069695632995	0.00528323282305036	0.0776494265549184	0.181466161538065	0.153038156153507	0.35764909025308
Closure	4	opt2	0.00206219673577415	0.00481933920931911	0.105221658579621	0.245902273078707	0.208381120423467	0.486985206948095
Closure	4	tarantula	0.00256947507719453	0.00600484511107675	0.0778038156153507	0.181826967682078	0.153038156153507	0.35764909025308
Closure	5	barinel	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019
Closure	5	dstar2	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019
Closure	5	ochiai	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019
Closure	5	opt2	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019
Closure	5	tarantula	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019	0.00182793078235437	0.00465299906940019
Closure	6	barinel	1.10820515093754e-05	2.58980136223552e-05	0.000163460259763287	0.000381995700929739	0.00595660268628929	0.0139201823220159
Closure	6	dstar2	1.10820515093754e-05	2.58980136223552e-05	0.000166230772640631	0.000388470204335327	0.0308136442218183	0.0720094268769585
Closure	6	ochiai	1.10820515093754e-05	2.58980136223552e-05	0.000163460259763287	0.000381995700929739	0.0308136442218183	0.0720094268769585
Closure	6	opt2	0.0527284010816082	0.123222748815166	0.056014229354138	0.130901509854194	0.0600480961035507	0.140328386812731
Closure	6	tarantula	1.10820515093754e-05	2.58980136223552e-05	0.000163460259763287	0.000381995700929739	0.00595660268628929	0.0139201823220159
Closure	7	barinel	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05
Closure	7	dstar2	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05
Closure	7	ochiai	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05
Closure	7	opt2	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05
Closure	7	tarantula	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05	1.66852057842047e-05	4.85060147458285e-05
Closure	8	barinel	0.00143608980460221	0.00380033780780514	0.148032025082582	0.391738524905918	0.294613963383909	0.779639671674519
Closure	8	dstar2	0.00143608980460221	0.00380033780780514	0.148032025082582	0.391738524905918	0.294613963383909	0.779639671674519
Closure	8	ochiai	0.00143608980460221	0.00380033780780514	0.148032025082582	0.391738524905918	0.294613963383909	0.779639671674519
Closure	8	opt2	0.00143608980460221	0.00380033780780514	0.148032025082582	0.391738524905918	0.294613963383909	0.779639671674519
Closure	8	tarantula	0.00143608980460221	0.00380033780780514	0.148032025082582	0.391738524905918	0.294613963383909	0.779639671674519
Closure	9	barinel	1.11998387223224e-05	0.000108225108225108	0.0143721930404202	0.13887987012987	0.0287331862421181	0.277651515151515
Closure	9	dstar2	1.11998387223224e-05	0.000108225108225108	0.0143721930404202	0.13887987012987	0.0287331862421181	0.277651515151515
Closure	9	ochiai	1.11998387223224e-05	0.000108225108225108	0.0143721930404202	0.13887987012987	0.0287331862421181	0.277651515151515
Closure	9	opt2	1.11998387223224e-05	0.000108225108225108	0.0171637528419591	0.165854978354978	0.0343163058451958	0.331601731601732
Closure	9	tarantula	1.11998387223224e-05	0.000108225108225108	0.0143721930404202	0.13887987012987	0.0287331862421181	0.277651515151515
Closure	10	barinel	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319
Closure	10	dstar2	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319
Closure	10	ochiai	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319
Closure	10	opt2	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319
Closure	10	tarantula	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319	0.00182473580512269	0.00466500672562319
Closure	11	barinel	0.00897395528766137	0.0213368983957219	0.00949125095587243	0.0225668449197861	0.0100085466240835	0.0237967914438503
Closure	11	dstar2	0.00796185506724844	0.0189304812834225	0.00848477351446179	0.0201737967914438	0.00900769196167514	0.0214171122994652
Closure	11	ochiai	0.00796185506724844	0.0189304812834225	0.00848477351446179	0.0201737967914438	0.00900769196167514	0.0214171122994652
Closure	11	opt2	0.00702847375286762	0.0167112299465241	0.00754576942107867	0.0179411764705882	0.00806306508928973	0.0191711229946524
Closure	11	tarantula	0.00897395528766137	0.0213368983957219	0.00949125095587243	0.0225668449197861	0.0100085466240835	0.0237967914438503
Closure	12	barinel	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999
Closure	12	dstar2	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999
Closure	12	ochiai	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999
Closure	12	opt2	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999
Closure	12	tarantula	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999	0.0130139846721672	0.0283417727741999
Closure	13	barinel	0.0713414565288584	0.118761161763324	0.0714600295868011	0.118958548735783	0.0714600295868011	0.118958548735783
Closure	13	dstar2	0.0713414565288584	0.118761161763324	0.0714600295868011	0.118958548735783	0.0714600295868011	0.118958548735783
Closure	13	ochiai	0.0713414565288584	0.118761161763324	0.0714600295868011	0.118958548735783	0.0714600295868011	0.118958548735783
Closure	13	opt2	0.0713414565288584	0.118761161763324	0.0714600295868011	0.118958548735783	0.0714600295868011	0.118958548735783
Closure	13	tarantula	0.0713414565288584	0.118761161763324	0.0714600295868011	0.118958548735783	0.0714600295868011	0.118958548735783
Closure	14	barinel	6.21581302834411e-05	0.000136111661057216	6.21581302834411e-05	0.000136111661057216	6.21581302834411e-05	0.000136111661057216
Closure	14	dstar2	1.69522173500294e-05	3.71213621065136e-05	1.69522173500294e-05	3.71213621065136e-05	1.69522173500294e-05	3.71213621065136e-05
Closure	14	ochiai	3.95551738167352e-05	8.6616511581865e-05	3.95551738167352e-05	8.6616511581865e-05	3.95551738167352e-05	8.6616511581865e-05
Closure	14	opt2	1.69522173500294e-05	3.71213621065136e-05	1.69522173500294e-05	3.71213621065136e-05	1.69522173500294e-05	3.71213621065136e-05
Closure	14	tarantula	6.21581302834411e-05	0.000136111661057216	6.21581302834411e-05	0.000136111661057216	6.21581302834411e-05	0.000136111661057216
Closure	15	barinel	0.0022532961049629	0.00500963391136802	0.00226083221233736	0.00502638853983413	0.00226083221233736	0.00502638853983413
Closure	15	dstar2	0.0022532961049629	0.00500963391136802	0.00226083221233736	0.00502638853983413	0.00226083221233736	0.00502638853983413
Closure	15	ochiai	0.0022532961049629	0.00500963391136802	0.00226083221233736	0.00502638853983413	0.00226083221233736	0.00502638853983413
Closure	15	opt2	0.0022532961049629	0.00500963391136802	0.00226083221233736	0.00502638853983413	0.00226083221233736	0.00502638853983413
Closure	15	tarantula	0.0022532961049629	0.00500963391136802	0.00226083221233736	0.00502638853983413	0.00226083221233736	0.00502638853983413
Closure	16	barinel	0.00249748556317734	0.00496506481543888	0.00259919312004882	0.00516726202511739	0.394258043372623	0.783795016962099
Closure	16	dstar2	0.00117302715591768	0.00233200781829211	0.0013052469798506	0.00259486419087417	0.394258043372623	0.783795016962099
Closure	16	ochiai	0.00134479991863395	0.00267349643908247	0.00141260495654827	0.00280829457886815	0.394258043372623	0.783795016962099
Closure	16	opt2	4.52033586095447e-05	8.98654265237806e-05	0.000113008396523862	0.000224663566309452	0.394258043372623	0.783795016962099
Closure	16	tarantula	0.00249748556317734	0.00496506481543888	0.00259919312004882	0.00516726202511739	0.394258043372623	0.783795016962099
